Respondent ID,Question,Option,Questions_clean,Options_clean
OWpMGM,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
QgKXKp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
dL82vz,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
zpgre1,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
BOgxL5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
pjMOa1,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Z4gNY0,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
EjGa6N,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Ja5vLY,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
gDjDWLO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
OD1DqWa,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
44X4WPB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
yPZXXMB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
0Qr72NA,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
kdaeaar,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
RGKMGjP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Zj5EjrB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
yPZ2M5W,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
dWqad9q,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
68JjNMA,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
aQN5YRv,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
RGKM02p,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
gDjd4jJ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
81oa8jP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
LZ17Yvp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
LZ1752J,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
RGKMrx4,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
2E8aVND,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Ekzdg0B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
q4ZDMyd,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
pbxyX9E,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
QK2epLG,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
vGjeV70,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
5BKjYzb,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
yPZ2b7B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
44XJ08O,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
OD14xya,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
ob6eJa5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
7RlKXKR,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
xXxD2B5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
jaDoNVa,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Bz4xB7R,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
Xxl4zJO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
GxvzJoL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
KYYpg1D,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
vGGPg6v,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
A77Dr5k,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
KYYPDjD,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
eq5B1a0,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
ob9d1EP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
68DbgLB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
QK12J2X,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
9qXQPxp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
VLjyxPN,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
EkdlLKl,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
2EaKXNL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
9qZWMBE,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
XxoDNae,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
kdNNWAR,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
jalN119,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
rjozjVL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
vGPoA8v,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
9q7zl9X,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
A7vrMOW,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,Select all that apply Enhanced STEM education from foundational levels,Ecosystem Needs,Enhanced STEM education from foundational levels
rXexOX,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
JyyOVR,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
L88bNJ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
222OQj,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
oJJvBx,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
aWWqQW,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Vrrrjj,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
W444AN,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Jyy5XK,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
M00o4E,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
XjjKVe,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
ORRpdp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
PoKjaV,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
04XdYj,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
GMWKBp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
aWVegW,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Zx0OG5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
XjX4Ag,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Vrglva,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
7QGV1L,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
ROEQ6l,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
aW7JVy,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Jy5j77,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
W4x7pk,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
897725,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
DLl0xp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
PoaGD5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
baBY22,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
1jZYdW,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
kqaM6Z,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Y8PJ1J,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
lJrqZB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
DgzKP5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
rz6GDv,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
BMBWKK,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
bbK141,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
EyMZXr,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
BMeBO1,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
YN9JKd,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
zPAxqk,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
j1V80J,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
G8Z71O,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
1q8jJO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
11XjMO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
jO6Pl6,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
b0jrX7,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
LQKWpJ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
plDl9B,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
o4MybM,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
VkZPLa,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
rxlAdv,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
lPNWlo,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
80dPlA,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
XKGEyL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
xeZK5J,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
4gLv4o,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
NeByeG,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
4gGBVb,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
d5MKkA,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
OWpMGM,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
QgKXKp,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
dL82vz,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
BOgxL5,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
xkoazv,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Z4gNY0,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
abyRr2,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
NKQWqj,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
EjGa6N,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Ja5vLY,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
gDjDWLO,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
b5V5YVZ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
OD1DqWa,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
44X4WPB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
yPZXXMB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
yPZM784,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
2E8X249,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
OD141M7,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
rjyajqL,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
Zj5EjrB,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
yPZ2M5W,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
9qG99XE,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
RGKM02p,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
gDjd4jJ,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
81oa8jP,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
dWqaR0o,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
2E8aVND,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact?,"Select all that apply Increased collaboration between academia, industry, and government",Ecosystem Needs,"Increased collaboration between academia, industry, and government"
